epoch,learning_rate,train_loss,train_accuracy,validation_loss,validation_accuracy
1,0.1,1.4435479613198174,0.4695111111111111,1.3677459608078002,0.56
2,0.09990133642141358,0.980582963710361,0.6474444444444445,1.035887780380249,0.6546
3,0.0996057350657239,0.8021905762248569,0.7146666666666667,0.8203683037757874,0.7134
4,0.09911436253643444,0.6857207049793668,0.7607555555555555,0.7426820395469665,0.7426
5,0.09842915805643154,0.6018619755056169,0.7899111111111111,0.8835631115913392,0.707
6,0.09755282581475767,0.5476511132770114,0.8087777777777778,0.5686033215522767,0.8038
7,0.09648882429441256,0.49699866625467937,0.8278888888888889,0.6162209310531617,0.793
8,0.09524135262330098,0.4590271641837226,0.8416222222222223,0.5270725290298461,0.8232
9,0.09381533400219318,0.4325539646572537,0.8523555555555555,0.5059213218688965,0.8308
10,0.09221639627510075,0.4010521257665422,0.8622,0.6822004000663757,0.7918
11,0.09045084971874737,0.38055504739549423,0.8683111111111111,0.557797121143341,0.8248
12,0.08852566213878946,0.35903769688606263,0.8748,0.530373281288147,0.8336
13,0.08644843137107057,0.33654021604326034,0.8829111111111111,0.5247641098976136,0.8364
14,0.08422735529643442,0.3257865612771776,0.8870666666666667,0.5410636514663696,0.834
15,0.08187119948743447,0.3040853482776218,0.8946,0.48220836181640625,0.8406
16,0.07938926261462366,0.29017467441558836,0.8992,0.4387851132392883,0.8548
17,0.07679133974894982,0.27559565925598145,0.9035777777777778,0.553914204788208,0.8288
18,0.07408768370508576,0.2628276947816213,0.9089111111111111,0.44883976926803587,0.8624
19,0.07128896457825362,0.249075881740782,0.9129111111111111,0.48108280611038207,0.8426
20,0.06840622763423389,0.23833461980819703,0.9165777777777778,0.4506830804824829,0.8612
21,0.06545084971874736,0.21993481981224483,0.9227777777777778,0.38187460613250734,0.8818
22,0.06243449435824272,0.217226317109002,0.9238,0.4148976612091064,0.8718
23,0.05936906572928623,0.20101905643675064,0.9296888888888889,0.5107570229530335,0.851
24,0.056266661678215216,0.19027473231421577,0.933,0.5526452870368957,0.8434
25,0.053139525976465665,0.17767810286945768,0.9385777777777777,0.6679156351089478,0.8314
26,0.049999999999999996,0.1722732545428806,0.9389777777777778,0.3821154926776886,0.8862
27,0.046860474023534326,0.1567975319094128,0.9461555555555555,0.3748322475910187,0.89
28,0.04373333832178478,0.1487695228709115,0.9478,0.3287547466754913,0.9004
29,0.040630934270713764,0.1321361748377482,0.9536444444444444,0.35828767204284667,0.901
30,0.03756550564175726,0.12643945723109776,0.9554444444444444,0.40003838624954224,0.889
31,0.03454915028125265,0.11069123703771168,0.9616888888888889,0.3694128427505493,0.8988
32,0.03159377236576612,0.10445962029033237,0.9636444444444444,0.4345560473442078,0.8824
33,0.028711035421746366,0.09019366934167014,0.9689777777777778,0.4154520638465881,0.8932
34,0.025912316294914226,0.085788404056761,0.9703333333333334,0.34852233824729917,0.9056
35,0.023208660251050155,0.07572955222659641,0.9734444444444444,0.3792679267883301,0.9
36,0.020610737385376346,0.06762084832721287,0.9776,0.36423543224334715,0.9024
37,0.01812880051256551,0.05826392376820246,0.9806666666666667,0.33517462539672854,0.91
38,0.015772644703565562,0.04805791165166431,0.9846888888888888,0.3365639754295349,0.914
39,0.013551568628929433,0.043105425870418546,0.9865111111111111,0.3261121603012085,0.916
40,0.011474337861210542,0.03785215421583917,0.9879333333333333,0.3381014416217804,0.9148
41,0.009549150281252632,0.03269988463189867,0.9907111111111111,0.3429444427013397,0.915
42,0.007783603724899257,0.029168464691771402,0.9912888888888889,0.34823691391944883,0.914
43,0.0061846659978068205,0.02549999114241865,0.9932666666666666,0.34556652359962464,0.9148
44,0.004758647376699033,0.023603813515603544,0.9932888888888889,0.33291965823173525,0.9186
45,0.0035111757055874327,0.02235063862403234,0.9940444444444444,0.34251559591293335,0.9172
46,0.0024471741852423235,0.019506844295395745,0.9948,0.3377439437866211,0.9168
47,0.0015708419435684518,0.018581185988585155,0.9957333333333334,0.3358062269687653,0.9168
48,0.000885637463565564,0.01854665628472964,0.9951777777777778,0.3346804271221161,0.9152
49,0.00039426493427611173,0.018455998392899832,0.9957111111111111,0.3405713237762451,0.9162
50,9.866357858642205e-05,0.01842476640757587,0.9958444444444444,0.33708158144950867,0.9166
